id,question,expected,predicted,confidence,yes_prob,no_prob,is_uncertain,correct
1712,"Consider the following premises: For all v_3, if v_3 goes running, then v_3 is climbing a mountain. There is at least one v_3 for which if v_3 climbs a mountain, then v_3 is running. Can we infer the following from them? Answer yes or no: There is at least one v_3 for which v_3 will go running.",no,no,0.5,0.5,0.5,True,True
1025,Consider the following premises: Mary is fast. Susan is a janitor. Can we infer the following from them? Answer yes or no: It is raining.,no,no,0.5,0.5,0.5,True,True
2534,Consider the following premises: There is at least one x for which x will go running or x will go running. Can we infer the following from them? Answer yes or no: There is at least one x for which x is not a doctor.,no,no,0.5,0.5,0.5,True,True
3438,"Consider the following premises: If it is cloudy, then John is a writer. If John were a writer, then it is raining. Can we infer the following from them? Answer yes or no: If it is cloudy, then it is raining.",yes,no,0.5,0.5,0.5,True,False
3536,"Consider the following premises: For all x, neither x is a scientist nor x will play tennis. Can we infer the following from them? Answer yes or no: For all x, x is not a scientist and x will not play tennis.",yes,yes,0.99658203125,0.99658203125,0.003429412841796875,False,True
5110,"Consider the following premises: For all y_4, y_4 will climb a mountain and y_4 will take a plane. Can we infer the following from them? Answer yes or no: For all y_4, y_4 is an office clerk.",no,no,0.7919921875,0.2081298828125,0.7919921875,False,True
2883,"Consider the following premises: There is at least one v_2 for which if v_2 listens to a song, then v_2 is happy. For all v_2, if v_2 were a poet, then v_2 is listening to a song. Can we infer the following from them? Answer yes or no: For all v_2, the fact that v_2 were a poet does not imply that v_2 is happy.",no,no,0.87890625,0.120849609375,0.87890625,False,True
5023,"Consider the following premises: For all u, u is a carpenter or u will drive a car. For all u, u is not a carpenter or u is curious. Can we infer the following from them? Answer yes or no: For all u, u will drive a car or u is curious.",yes,yes,0.9384765625,0.9384765625,0.061431884765625,False,True
3666,"Consider the following premises: For all v, v is an office clerk or v will drink water. For all v, v is an office clerk. Can we infer the following from them? Answer yes or no: For all v, v will drink water.",no,no,0.689453125,0.310791015625,0.689453125,False,True
1613,"Consider the following premises: For all z_1, z_1 is a nurse if and only if z_1 is a scientist. There is at least one z_1 for which z_1 is not a scientist. Can we infer the following from them? Answer yes or no: There is at least one z_1 for which z_1 is not a nurse.",yes,yes,0.96826171875,0.96826171875,0.0316162109375,False,True
2224,"Consider the following premises: For all x, if x goes running, then x is taking a plane. There is at least one x for which if x listens to a song, then x is taking a plane. For all x, x will listen to a song or x will go running. Can we infer the following from them? Answer yes or no: There is at least one x for which x will read a book.",no,no,0.5,0.5,0.5,True,True
2408,"Consider the following premises: Richard is a mechanic. Can we infer the following from them? Answer yes or no: For all v, v is not a mechanic.",no,no,0.7294921875,0.2705078125,0.7294921875,False,True
4994,"Consider the following premises: For all x, x is a musician or x is a poet. For all x, x is not a musician or x is a sailor. Can we infer the following from them? Answer yes or no: There is at least one x for which neither x is a poet nor x is a sailor.",no,no,0.5,0.5,0.5,True,True
5061,"Consider the following premises: For all v, v is curious and v will make tea. Can we infer the following from them? Answer yes or no: There is at least one v for which v will not make tea.",no,no,0.865234375,0.134765625,0.865234375,False,True
4327,"Consider the following premises: For all x, x is not a carpenter. For all x, if x were a carpenter, then x is cooking. Can we infer the following from them? Answer yes or no: For all x, x will not cook.",no,no,0.5,0.5,0.5,True,True
4377,"Consider the following premises: For all x, if x plays tennis, then x is a soldier. For all x, if x were a taxi driver, then x is a soldier. For all x, x will play tennis or x is a taxi driver. Can we infer the following from them? Answer yes or no: For all x, x is a soldier.",yes,yes,0.85205078125,0.85205078125,0.1480712890625,False,True
2859,Consider the following premises: There is at least one x for which x is a police officer and x will play tennis. Can we infer the following from them? Answer yes or no: There is at least one x for which x will not drive a car.,no,no,0.5,0.5,0.5,True,True
5155,"Consider the following premises: For all v, if v drinks water, then v is a doctor. For all v, if v climbs a mountain, then v is drinking water. Can we infer the following from them? Answer yes or no: For all v, if v climbs a mountain, then v is a doctor.",yes,yes,0.60400390625,0.60400390625,0.39599609375,False,True
3573,"Consider the following premises: For all w, neither w is a soldier nor w is a politician. Can we infer the following from them? Answer yes or no: For all w, w will not read a book.",no,no,0.7548828125,0.2451171875,0.7548828125,False,True
3429,"Consider the following premises: If Elisabeth were a nurse, then Richard is working. If Linda makes tea, then Elisabeth is a nurse. Can we infer the following from them? Answer yes or no: If Linda makes tea, then Richard is working.",yes,no,0.5,0.5,0.5,True,False
2838,Consider the following premises: There is at least one x for which x is an electrician and x is fast. Can we infer the following from them? Answer yes or no: There is at least one x for which x is an electrician.,yes,yes,0.94384765625,0.94384765625,0.0560302734375,False,True
3682,"Consider the following premises: For all y_2, if y_2 were curious, then y_2 is listening to a song. For all y_2, y_2 will listen to a song. Can we infer the following from them? Answer yes or no: For all y_2, y_2 is curious.",no,no,0.5,0.5,0.5,True,True
2156,"Consider the following premises: For all x, x will play a game or x will write a letter. For all x, if x plays a game, then x is an electrician. There is at least one x for which if x writes a letter, then x is an electrician. Can we infer the following from them? Answer yes or no: For all x, x is not an electrician.",no,no,0.81396484375,0.1859130859375,0.81396484375,False,True
